L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds
Portugese,Germany,PortugeseGerman,German,35,5,3,Female,Indo-European,por ,101,513,0.0586,0.4087,15,18
French,France,FrenchEnglish,English,25,7,3,Female,Indo-European,fra ,113,561,0.0128,0.398095,10,15
Persian,Iran,PersianMonolingual,Monolingual,34,3,1,Female,Indo-European,fas ,77,490,0.0603,0.555295,21,21
Kurdish,Iraq,KurdishSwedish,Swedish,21,2,2,Female,Indo-European,kur ,47,497,0.0523,0.4257,11,22
Persian,Afghanistan,PersianEnglish,English,34,6,4,Female,Indo-European,fas ,19,526,0.0603,0.555295,21,21
Somali,Somalia,SomaliEnglish,English,27,10,4,Male,Afro-Asiatic,som ,8,444,0.042,0.595079,21,20
Croatian,Yugoslavia,CroatianEnglish,English,27,3,4,Female,Indo-European,hrv ,85,540,0.0638,0.395005,11,19
English,CzechRepublic,EnglishAfrikaans,Afrikaans,32,1,4,Female,Indo-European,eng ,95,583,0.0094,0.083191,11,19
Romanian,Romania,RomanianEnglish,English,31,3,4,Female,Indo-European,ron ,86,541,0.0276,0.41365,24,20
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,25,4,3,Female,Indo-European,srp ,85,479,0.0638,0.395005,11,19
Arabic,Morocco,ArabicFrench,French,21,1,3,Female,Afro-Asiatic,ara ,49,454,0.0638,0.595079,21,24
French,Coted'Ivoire,FrenchEnglish,English,24,1,3,Female,Indo-European,fra ,26,519,0.0128,0.398095,10,15
Russian,USSR,RussianEnglish,English,19,6,4,Female,Indo-European,rus ,90,495,0.0468,0.396083,12,22
Arabic,Iraq,ArabicMonolingual,Monolingual,19,3,3,Male,Afro-Asiatic,ara ,47,513,0.0638,0.595079,21,24
Arabic,Syria,ArabicEnglish,English,23,2,1,Female,Afro-Asiatic,ara ,67,538,0.0638,0.595079,21,24
Polish,Poland,PolishEnglish,English,31,5,3,Female,Indo-European,pol ,100,507,0.0479,0.388004,14,25
Russian,USSR,RussianEnglish,English,19,3,3,Female,Indo-European,rus ,90,555,0.0468,0.396083,12,22
Turkish,Turkey,TurkishGerman,German,23,2,3,Male,Altaic,tur ,79,542,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,27,1,4,Female,Indo-European,deu ,101,549,-0.0171,0.037325,6,13
Turkish,Netherlands,TurkishMonolingual,Monolingual,20,1,3,Male,Altaic,tur ,118,444,0.05,0.595079,8,20
Serbian,Yugoslavia,SerbianEnglish,English,26,4,4,Female,Indo-European,srp ,85,541,0.0638,0.395005,11,19
Persian,Iran,PersianEnglish,English,24,5,3,Male,Indo-European,fas ,77,462,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,28,0,3,Male,Indo-European,deu ,101,551,-0.0171,0.037325,6,13
Polish,Poland,PolishMonolingual,Monolingual,24,4,3,Male,Indo-European,pol ,100,531,0.0479,0.388004,14,25
Arabic,Syria,ArabicMonolingual,Monolingual,32,2,4,Male,Afro-Asiatic,ara ,67,587,0.0638,0.595079,21,24
Greek,Greece,GreekEnglish,English,25,4,4,Female,Indo-European,ell ,102,516,0.0403,0.497357,21,18
Polish,Poland,PolishEnglish,English,19,3,3,Female,Indo-European,pol ,100,556,0.0479,0.388004,14,25
Arabic,Morocco,ArabicEnglish,English,17,3,3,Male,Afro-Asiatic,ara ,49,496,0.0638,0.595079,21,24
Kurdish,Iraq,KurdishArabic,Arabic,24,12,4,Male,Indo-European,kur ,47,492,0.0523,0.4257,11,22
Italian,Italy,ItalianMonolingual,Monolingual,37,3,3,Female,Indo-European,ita ,99,517,-0.0011,0.358612,17,18
Arabic,Iraq,ArabicEnglish,English,29,2,4,Female,Afro-Asiatic,ara ,47,496,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianRussian,Russian,44,2,4,Female,Indo-European,srp ,85,501,0.0638,0.395005,11,19
Papiamentu,Colombia,PapiamentuSpanish,Spanish,21,1,1,Male,Other,pap ,82,510,NA,0.595079,NA,NA
Indonesian,Indonesia,IndonesianEnglish,English,17,2,3,Female,Austronesian,ind ,64,493,0.1461,0.595079,19,20
Arabic,Israel,ArabicEnglish,English,33,7,4,Female,Afro-Asiatic,ara ,93,465,0.0638,0.595079,21,24
Persian,Iran,PersianEnglish,English,10,9,2,Female,Indo-European,fas ,77,582,0.0603,0.555295,21,21
Turkish,Turkey,TurkishFrench,French,35,0,4,Male,Altaic,tur ,79,465,0.05,0.595079,8,20
Spanish,Peru,SpanishMonolingual,Monolingual,25,1,4,Female,Indo-European,spa ,85,499,0.0193,0.398649,18,23
Portugese,Brazil,PortugeseEnglish,English,20,1,3,Female,Indo-European,por ,106,518,0.0586,0.4087,15,18
Chinese,China,ChineseEnglish,English,23,9,3,Female,Sino-Tibetan,zho ,67,549,0.2937,0.595079,NA,NA
French,France,FrenchEnglish,English,22,12,3,Female,Indo-European,fra ,113,539,0.0128,0.398095,10,15
German,Germany,GermanEnglish,English,24,1,3,Female,Indo-European,deu ,101,523,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,23,1,1,Male,Afro-Asiatic,ara ,49,463,0.0638,0.595079,21,24
Romanian,Romania,RomanianEnglish,English,27,1,4,Female,Indo-European,ron ,86,524,0.0276,0.41365,24,20
Indonesian,Indonesia,IndonesianEnglish,English,26,2,3,Male,Austronesian,ind ,64,512,0.1461,0.595079,19,20
Indonesian,Indonesia,IndonesianEnglish,English,19,3,2,Female,Austronesian,ind ,64,527,0.1461,0.595079,19,20
English,UnitedKingdom,EnglishFrench,French,30,4,4,Male,Indo-European,eng ,105,512,0.0094,0.083191,11,19
Danish,Denmark,DanishEnglish,English,48,2,3,Female,Indo-European,dan ,124,503,0,0.0808,NA,NA
German,Germany,GermanMonolingual,Monolingual,35,1,3,Male,Indo-European,deu ,101,506,-0.0171,0.037325,6,13
Serbian,Yugoslavia,SerbianEnglish,English,37,14,2,Male,Indo-European,srp ,85,497,0.0638,0.395005,11,19
Somali,Somalia,SomaliFrench,French,16,6,2,Male,Afro-Asiatic,som ,8,467,0.042,0.595079,21,20
Polish,Poland,PolishEnglish,English,27,1,4,Female,Indo-European,pol ,100,549,0.0479,0.388004,14,25
Italian,Italy,ItalianMonolingual,Monolingual,28,3,3,Female,Indo-European,ita ,99,507,-0.0011,0.358612,17,18
Arabic,Iraq,ArabicEnglish,English,41,4,2,Female,Afro-Asiatic,ara ,47,479,0.0638,0.595079,21,24
Polish,Poland,PolishEnglish,English,22,2,3,Female,Indo-European,pol ,100,593,0.0479,0.388004,14,25
Turkish,Turkey,TurkishEnglish,English,34,3,2,Male,Altaic,tur ,79,486,0.05,0.595079,8,20
Vietnamese,Vietnam,VietnameseEnglish,English,20,2,3,Female,Austro-Asiatic,vie ,67,501,0.2859,0.595079,17,19
Arabic,Algeria,ArabicFrench,French,27,19,3,Female,Afro-Asiatic,ara ,83,500,0.0638,0.595079,21,24
Persian,Afghanistan,PersianEnglish,English,20,2,3,Female,Indo-European,fas ,19,497,0.0603,0.555295,21,21
Armenian,Iraq,ArmenianEnglish,English,28,1,3,Female,Indo-European,hye ,47,498,0.0298,0.492995,21,23
Arabic,Morocco,ArabicFrench,French,31,4,4,Male,Afro-Asiatic,ara ,49,478,0.0638,0.595079,21,24
Kurdish,Iraq,KurdishArabic,Arabic,29,0,1,Male,Indo-European,kur ,47,501,0.0523,0.4257,11,22
German,Germany,GermanEnglish,English,19,1,3,Female,Indo-European,deu ,101,554,-0.0171,0.037325,6,13
Arabic,Kuwait,ArabicEnglish,English,29,5,3,Male,Afro-Asiatic,ara ,95,468,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,24,1,3,Female,Indo-European,deu ,101,518,-0.0171,0.037325,6,13
Rundi,Burundi,RundiFrench,French,25,2,4,Male,Niger-Congo,xxx ,13,517,0.0623,0.595079,19,20
Arabic,Morocco,ArabicEnglish,English,26,1,4,Male,Afro-Asiatic,ara ,49,472,0.0638,0.595079,21,24
Turkish,Turkey,TurkishGerman,German,22,16,3,Female,Altaic,tur ,79,469,0.05,0.595079,8,20
Tamazight,Morocco,TamazightArabic,Arabic,21,2,3,Male,Afro-Asiatic,tzm ,49,490,0.0838,0.595079,20,26
Persian,Iran,PersianEnglish,English,26,2,1,Male,Indo-European,fas ,77,488,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,34,5,4,Male,Indo-European,deu ,101,612,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,11,12,3,Female,Indo-European,deu ,101,535,-0.0171,0.037325,6,13
Turkish,Turkey,TurkishEnglish,English,25,2,3,Male,Altaic,tur ,79,465,0.05,0.595079,8,20
German,Germany,GermanSwedish,Swedish,25,3,3,Male,Indo-European,deu ,101,550,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,40,4,1,Male,Indo-European,deu ,101,537,-0.0171,0.037325,6,13
Czech,Czechslowakia,CzechEnglish,English,20,2,3,Female,Indo-European,ces ,90,557,0.054,0.38518,9,15
Tagalog,Philippines,TagalogEnglish,English,23,2,3,Female,Austronesian,tgl ,83,516,0.2423,0.595079,24,22
Polish,Poland,PolishEnglish,English,27,1,1,Female,Indo-European,pol ,100,514,0.0479,0.388004,14,25
Arabic,Sudan,ArabicEnglish,English,42,3,4,Female,Afro-Asiatic,ara ,31,487,0.0638,0.595079,21,24
English,Netherlands,EnglishMonolingual,Monolingual,24,2,2,Male,Indo-European,eng ,118,507,0.0094,0.083191,11,19
Polish,Poland,PolishEnglish,English,25,1,3,Female,Indo-European,pol ,100,523,0.0479,0.388004,14,25
Kurdish,Iraq,KurdishArabic,Arabic,41,3,4,Male,Indo-European,kur ,47,475,0.0523,0.4257,11,22
Arabic,Morocco,ArabicFrench,French,28,1,2,Male,Afro-Asiatic,ara ,49,517,0.0638,0.595079,21,24
Russian,USSR,RussianEnglish,English,29,3,1,Female,Indo-European,rus ,90,469,0.0468,0.396083,12,22
Indonesian,Indonesia,IndonesianEnglish,English,29,1,3,Female,Austronesian,ind ,64,493,0.1461,0.595079,19,20
Polish,Poland,PolishEnglish,English,22,3,3,Female,Indo-European,pol ,100,524,0.0479,0.388004,14,25
German,Germany,GermanRussian,Russian,34,1,4,Female,Indo-European,deu ,101,530,-0.0171,0.037325,6,13
Lithuanian,USSR,LithuanianRussian,Russian,20,5,3,Female,Indo-European,lit ,90,547,0.0892,0.371065,7,18
Persian,Iran,PersianEnglish,English,26,20,3,Male,Indo-European,fas ,77,511,0.0603,0.555295,21,21
French,France,FrenchEnglish,English,24,6,4,Male,Indo-European,fra ,113,521,0.0128,0.398095,10,15
English,UnitedKingdom,EnglishFrench,French,30,1,3,Female,Indo-European,eng ,105,555,0.0094,0.083191,11,19
French,France,FrenchEnglish,English,25,2,4,Female,Indo-European,fra ,113,567,0.0128,0.398095,10,15
Tagalog,Philippines,TagalogEnglish,English,26,2,2,Female,Austronesian,tgl ,83,513,0.2423,0.595079,24,22
Arabic,Egypt,ArabicEnglish,English,28,7,4,Female,Afro-Asiatic,ara ,79,440,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,31,8,3,Male,Afro-Asiatic,ara ,49,481,0.0638,0.595079,21,24
Turkish,Turkey,TurkishMonolingual,Monolingual,20,20,3,Male,Altaic,tur ,79,513,0.05,0.595079,8,20
Russian,Ukraine,RussianArmenian,Armenian,37,6,3,Female,Indo-European,rus ,92,528,0.0468,0.396083,12,22
Icelandic,Iceland,IcelandicEnglish,English,27,3,4,Female,Indo-European,isl ,109,572,0.0059,0.117423,14,20
Somali,Somalia,SomaliFrench,French,27,4,3,Male,Afro-Asiatic,som ,8,447,0.042,0.595079,21,20
Indonesian,Indonesia,IndonesianMonolingual,Monolingual,20,1,3,Female,Austronesian,ind ,64,468,0.1461,0.595079,19,20
Arabic,Morocco,ArabicFrench,French,28,2,2,Female,Afro-Asiatic,ara ,49,511,0.0638,0.595079,21,24
Rundi,Burundi,RundiFrench,French,19,3,3,Female,Niger-Congo,xxx ,13,526,0.0623,0.595079,19,20
Spanish,Venezuela,SpanishEnglish,English,34,2,3,Female,Indo-European,spa ,74,497,0.0193,0.398649,18,23
Russian,Russia,RussianGerman,German,32,1,3,Female,Indo-European,rus ,84,513,0.0468,0.396083,12,22
Turkish,Turkey,TurkishMonolingual,Monolingual,22,12,3,Male,Altaic,tur ,79,526,0.05,0.595079,8,20
English,UnitedStates,EnglishMonolingual,Monolingual,33,10,4,Female,Indo-European,eng ,94,543,0.0094,0.083191,11,19
Turkish,Turkey,TurkishGerman,German,28,2,3,Female,Altaic,tur ,79,538,0.05,0.595079,8,20
Urdu,Pakistan,UrduEnglish,English,18,1,1,Female,Indo-European,urd ,29,512,NA,0.4132,13,21
German,Germany,GermanEnglish,English,10,9,1,Female,Indo-European,deu ,101,512,-0.0171,0.037325,6,13
French,France,FrenchEnglish,English,27,2,1,Male,Indo-European,fra ,113,545,0.0128,0.398095,10,15
Croatian,Yugoslavia,CroatianMonolingual,Monolingual,34,5,3,Male,Indo-European,hrv ,85,577,0.0638,0.395005,11,19
Portugese,Brazil,PortugeseEnglish,English,22,3,3,Female,Indo-European,por ,106,523,0.0586,0.4087,15,18
Chinese,China,ChineseEnglish,English,22,15,1,Male,Sino-Tibetan,zho ,67,496,0.2937,0.595079,NA,NA
English,Canada,EnglishMonolingual,Monolingual,17,3,1,Female,Indo-European,eng ,101,492,0.0094,0.083191,11,19
Persian,Iran,PersianMonolingual,Monolingual,41,6,3,Female,Indo-European,fas ,77,526,0.0603,0.555295,21,21
Bulgarian,Bulgaria,BulgarianEnglish,English,37,2,4,Female,Indo-European,bul ,90,560,0.0642,0.411091,12,21
Italian,Italy,ItalianEnglish,English,26,8,4,Female,Indo-European,ita ,99,498,-0.0011,0.358612,17,18
Russian,USSR,RussianEnglish,English,18,6,2,Female,Indo-European,rus ,90,487,0.0468,0.396083,12,22
Persian,Iran,PersianEnglish,English,21,4,3,Male,Indo-European,fas ,77,536,0.0603,0.555295,21,21
Portugese,Brazil,PortugeseEnglish,English,26,2,4,Female,Indo-European,por ,106,521,0.0586,0.4087,15,18
Chinese,China,ChineseEnglish,English,32,2,3,Female,Sino-Tibetan,zho ,67,531,0.2937,0.595079,NA,NA
Russian,USSR,RussianEnglish,English,35,1,4,Female,Indo-European,rus ,90,491,0.0468,0.396083,12,22
Romanian,Romania,RomanianEnglish,English,27,1,4,Female,Indo-European,ron ,86,506,0.0276,0.41365,24,20
Slovak,Czechslowakia,SlovakRussian,Russian,24,4,4,Female,Indo-European,slk ,90,541,NA,0.381011,NA,NA
Russian,USSR,RussianEnglish,English,23,1,3,Female,Indo-European,rus ,90,572,0.0468,0.396083,12,22
German,Germany,GermanMonolingual,Monolingual,25,2,3,Female,Indo-European,deu ,101,544,-0.0171,0.037325,6,13
English,UnitedStates,EnglishMonolingual,Monolingual,23,1,4,Female,Indo-European,eng ,94,509,0.0094,0.083191,11,19
Russian,USSR,RussianEnglish,English,20,2,3,Female,Indo-European,rus ,90,495,0.0468,0.396083,12,22
English,USSR,EnglishGerman,German,29,2,4,Female,Indo-European,eng ,90,533,0.0094,0.083191,11,19
English,Kenya,EnglishAfrikaans,Afrikaans,44,2,4,Male,Indo-European,eng ,48,590,0.0094,0.083191,11,19
Portugese,Portugal,PortugeseSpanish,Spanish,20,4,3,Female,Indo-European,por ,97,525,0.0586,0.4087,15,18
Kurdish,Iraq,KurdishArabic,Arabic,22,7,1,Female,Indo-European,kur ,47,492,0.0523,0.4257,11,22
Persian,Iran,PersianMonolingual,Monolingual,27,12,3,Male,Indo-European,fas ,77,545,0.0603,0.555295,21,21
Chinese,China,ChineseEnglish,English,17,15,3,Female,Sino-Tibetan,zho ,67,534,0.2937,0.595079,NA,NA
Czech,Czechslowakia,CzechEnglish,English,20,4,3,Female,Indo-European,ces ,90,530,0.054,0.38518,9,15
Arabic,Iraq,ArabicKurdish,Kurdish,28,3,3,Male,Afro-Asiatic,ara ,47,488,0.0638,0.595079,21,24
Persian,Iran,PersianMonolingual,Monolingual,28,5,3,Male,Indo-European,fas ,77,497,0.0603,0.555295,21,21
Arabic,Morocco,ArabicEnglish,English,26,1,4,Male,Afro-Asiatic,ara ,49,503,0.0638,0.595079,21,24
Bulgarian,Bulgaria,BulgarianEnglish,English,31,2,4,Female,Indo-European,bul ,90,523,0.0642,0.411091,12,21
Arabic,Netherlands,ArabicFrench,French,18,1,3,Female,Afro-Asiatic,ara ,118,481,0.0638,0.595079,21,24
Arabic,Afghanistan,ArabicDanish,Danish,18,1,3,Female,Afro-Asiatic,ara ,19,594,0.0638,0.595079,21,24
Chinese,China,ChineseEnglish,English,19,1,3,Female,Sino-Tibetan,zho ,67,455,0.2937,0.595079,NA,NA
German,Germany,GermanEnglish,English,25,0,3,Female,Indo-European,deu ,101,526,-0.0171,0.037325,6,13
English,UnitedStates,EnglishSpanish,Spanish,34,3,4,Female,Indo-European,eng ,94,544,0.0094,0.083191,11,19
Urdu,Pakistan,UrduEnglish,English,21,2,3,Female,Indo-European,urd ,29,517,NA,0.4132,13,21
Tagalog,Philippines,TagalogEnglish,English,23,5,3,Female,Austronesian,tgl ,83,502,0.2423,0.595079,24,22
Indonesian,Indonesia,IndonesianEnglish,English,38,1,4,Female,Austronesian,ind ,64,503,0.1461,0.595079,19,20
Czech,Czechslowakia,CzechEnglish,English,27,2,4,Female,Indo-European,ces ,90,497,0.054,0.38518,9,15
English,Australia,EnglishMonolingual,Monolingual,27,1,3,Female,Indo-European,eng ,148,514,0.0094,0.083191,11,19
Russian,USSR,RussianEnglish,English,21,0,3,Male,Indo-European,rus ,90,535,0.0468,0.396083,12,22
English,UnitedStates,EnglishSpanish,Spanish,25,3,4,Male,Indo-European,eng ,94,535,0.0094,0.083191,11,19
German,Germany,GermanEnglish,English,7,11,3,Female,Indo-European,deu ,101,528,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicEnglish,English,21,6,4,Female,Afro-Asiatic,ara ,49,494,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,13,8,2,Female,Indo-European,deu ,101,518,-0.0171,0.037325,6,13
Tamazight,Morocco,TamazightArabic,Arabic,23,4,3,Male,Afro-Asiatic,tzm ,49,506,0.0838,0.595079,20,26
English,UnitedKingdom,EnglishGerman,German,36,3,3,Female,Indo-European,eng ,105,513,0.0094,0.083191,11,19
Russian,Russia,RussianEnglish,English,18,1,2,Female,Indo-European,rus ,84,465,0.0468,0.396083,12,22
Persian,Rwanda,PersianEnglish,English,22,2,3,Female,Indo-European,fas ,16,471,0.0603,0.555295,21,21
Albanian,Yugoslavia,AlbanianEnglish,English,27,6,3,Male,Indo-European,sqi ,85,521,0.0412,0.595079,11,21
Persian,Afghanistan,PersianMonolingual,Monolingual,20,4,3,Female,Indo-European,fas ,19,494,0.0603,0.555295,21,21
Papiamentu,Aruba,PapiamentuSpanish,Spanish,34,7,2,Female,Other,pap ,100,552,NA,0.595079,NA,NA
English,UnitedStates,EnglishMonolingual,Monolingual,25,9,4,Female,Indo-European,eng ,94,613,0.0094,0.083191,11,19
Persian,Iran,PersianMonolingual,Monolingual,0,23,2,Female,Indo-European,fas ,77,497,0.0603,0.555295,21,21
Swedish,Sweden,SwedishEnglish,English,24,1,4,Male,Indo-European,swe ,103,518,0,0.100457,8,22
Spanish,Peru,SpanishEnglish,English,31,17,3,Female,Indo-European,spa ,85,517,0.0193,0.398649,18,23
Russian,USSR,RussianEnglish,English,39,3,4,Female,Indo-European,rus ,90,494,0.0468,0.396083,12,22
Russian,USSR,RussianArmenian,Armenian,27,2,3,Female,Indo-European,rus ,90,511,0.0468,0.396083,12,22
Bulgarian,Bulgaria,BulgarianGerman,German,27,1,4,Female,Indo-European,bul ,90,542,0.0642,0.411091,12,21
Romanian,Romania,RomanianEnglish,English,33,1,3,Female,Indo-European,ron ,86,524,0.0276,0.41365,24,20
Portugese,Portugal,PortugeseEnglish,English,20,5,3,Female,Indo-European,por ,97,514,0.0586,0.4087,15,18
English,UnitedKingdom,EnglishMonolingual,Monolingual,24,7,3,Female,Indo-European,eng ,105,506,0.0094,0.083191,11,19
Indonesian,Indonesia,IndonesianEnglish,English,18,9,4,Female,Austronesian,ind ,64,543,0.1461,0.595079,19,20
Armenian,Iran,ArmenianPersian,Persian,40,4,3,Female,Indo-European,hye ,77,493,0.0298,0.492995,21,23
Persian,Iran,PersianEnglish,English,36,2,4,Female,Indo-European,fas ,77,488,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,35,0,1,Male,Indo-European,deu ,101,504,-0.0171,0.037325,6,13
Turkish,Turkey,TurkishEnglish,English,23,3,3,Male,Altaic,tur ,79,484,0.05,0.595079,8,20
Czech,Czechslowakia,CzechRussian,Russian,35,2,2,Female,Indo-European,ces ,90,488,0.054,0.38518,9,15
Chinese,China,ChineseEnglish,English,25,2,4,Female,Sino-Tibetan,zho ,67,512,0.2937,0.595079,NA,NA
Russian,USSR,RussianEnglish,English,27,2,3,Female,Indo-European,rus ,90,506,0.0468,0.396083,12,22
Hungarian,Hungary,HungarianEnglish,English,44,3,4,Female,Uralic,hun ,96,478,0.0101,0.595079,6,13
Spanish,Peru,SpanishMonolingual,Monolingual,31,5,3,Female,Indo-European,spa ,85,519,0.0193,0.398649,18,23
Nepali,Nepal,NepaliEnglish,English,21,11,2,Male,Indo-European,nep ,46,490,NA,0.5054,20,21
Amharic,Ethiopia,AmharicEnglish,English,23,9,3,Female,Afro-Asiatic,amh ,25,482,0.0657,0.595079,18,19
Spanish,Peru,SpanishEnglish,English,26,2,4,Female,Indo-European,spa ,85,506,0.0193,0.398649,18,23
Polish,Poland,PolishFrench,French,21,8,3,Female,Indo-European,pol ,100,531,0.0479,0.388004,14,25
German,Germany,GermanEnglish,English,21,1,4,Female,Indo-European,deu ,101,481,-0.0171,0.037325,6,13
Spanish,DominicanRepublic,SpanishEnglish,English,17,1,3,Male,Indo-European,spa ,68,495,0.0193,0.398649,18,23
German,Germany,GermanEnglish,English,39,1,4,Female,Indo-European,deu ,101,644,-0.0171,0.037325,6,13
Tagalog,Philippines,TagalogEnglish,English,27,7,3,Female,Austronesian,tgl ,83,520,0.2423,0.595079,24,22
Croatian,Yugoslavia,CroatianEnglish,English,25,1,3,Female,Indo-European,hrv ,85,527,0.0638,0.395005,11,19
English,Singapore,EnglishMalay,Malay,24,2,3,Male,Indo-European,eng ,100,575,0.0094,0.083191,11,19
Spanish,Argentina,SpanishMonolingual,Monolingual,55,4,4,Female,Indo-European,spa ,86,518,0.0193,0.398649,18,23
Czech,Czechslowakia,CzechEnglish,English,24,4,3,Female,Indo-European,ces ,90,551,0.054,0.38518,9,15
Indonesian,Indonesia,IndonesianEnglish,English,32,2,4,Female,Austronesian,ind ,64,512,0.1461,0.595079,19,20
Turkish,Turkey,TurkishMonolingual,Monolingual,33,3,3,Male,Altaic,tur ,79,418,0.05,0.595079,8,20
French,"Congo,DemocraticRepublicofthe",FrenchEnglish,English,22,3,3,Male,Indo-European,fra ,22,495,0.0128,0.398095,10,15
German,Germany,GermanEnglish,English,8,12,3,Female,Indo-European,deu ,101,496,-0.0171,0.037325,6,13
Bulgarian,Bulgaria,BulgarianBulgarian,Bulgarian,24,5,3,Female,Indo-European,bul ,90,518,0.0642,0.411091,12,21
Polish,Poland,PolishEnglish,English,23,2,3,Female,Indo-European,pol ,100,543,0.0479,0.388004,14,25
Kurdish,Turkey,KurdishMonolingual,Monolingual,18,1,3,Male,Indo-European,kur ,79,513,0.0523,0.4257,11,22
German,Germany,GermanEnglish,English,30,0,3,Male,Indo-European,deu ,101,545,-0.0171,0.037325,6,13
Turkish,Turkey,TurkishMonolingual,Monolingual,31,2,3,Male,Altaic,tur ,79,465,0.05,0.595079,8,20
Vietnamese,Vietnam,VietnameseGerman,German,25,1,4,Female,Austro-Asiatic,vie ,67,558,0.2859,0.595079,17,19
Hindi,India,HindiEnglish,English,25,2,4,Male,Indo-European,hin ,54,518,0.0468,0.530183,13,21
Swedish,Sweden,SwedishEnglish,English,23,5,3,Female,Indo-European,swe ,103,583,0,0.100457,8,22
Kurdish,Iran,KurdishArabic,Arabic,30,3,4,Female,Indo-European,kur ,77,465,0.0523,0.4257,11,22
French,France,FrenchItalian,Italian,37,8,1,Male,Indo-European,fra ,113,530,0.0128,0.398095,10,15
Portugese,Portugal,PortugeseFrench,French,26,5,3,Female,Indo-European,por ,97,526,0.0586,0.4087,15,18
Arabic,Iraq,ArabicEnglish,English,32,1,4,Male,Afro-Asiatic,ara ,47,504,0.0638,0.595079,21,24
Ukranian,Mongolia,UkranianEnglish,English,28,4,4,Female,Indo-European,ukr ,92,490,0.0468,0.3941,20,22
Arabic,Morocco,ArabicFrench,French,25,2,3,Female,Afro-Asiatic,ara ,49,527,0.0638,0.595079,21,24
Persian,Afghanistan,PersianMonolingual,Monolingual,27,6,1,Female,Indo-European,fas ,19,457,0.0603,0.555295,21,21
Kurdish,Iraq,KurdishArabic,Arabic,25,3,3,Male,Indo-European,kur ,47,490,0.0523,0.4257,11,22
German,Germany,GermanEnglish,English,20,0,3,Female,Indo-European,deu ,101,495,-0.0171,0.037325,6,13
